"Sens Factor =-0.043dB, SERNO: 7152507"
208.325	0.6785
210.919	0.6722
213.544	0.6655
216.203	0.6586
218.894	0.6515
221.619	0.6442
224.378	0.6367
227.171	0.6289
229.999	0.6210
232.862	0.6129
235.761	0.6046
238.696	0.5962
241.668	0.5878
244.676	0.5795
247.722	0.5712
250.806	0.5630
253.928	0.5547
257.089	0.5464
260.29	0.5380
263.53	0.5292
266.81	0.5202
270.132	0.5109
273.495	0.5014
276.899	0.4917
280.346	0.4819
283.836	0.4718
287.37	0.4615
290.947	0.4513
294.569	0.4410
298.236	0.4309
301.949	0.4209
305.708	0.4112
309.513	0.4018
313.366	0.3928
317.267	0.3841
321.217	0.3758
325.216	0.3677
329.264	0.3598
333.363	0.3519
337.513	0.3440
341.715	0.3361
345.969	0.3282
350.276	0.3205
354.636	0.3130
359.051	0.3059
363.521	0.2991
368.046	0.2926
372.628	0.2863
377.266	0.2799
381.963	0.2733
386.718	0.2665
391.532	0.2595
396.406	0.2528
401.341	0.2465
406.337	0.2407
411.395	0.2355
416.517	0.2306
421.702	0.2258
426.951	0.2213
432.266	0.2170
437.648	0.2129
443.096	0.2090
448.612	0.2054
454.196	0.2022
459.851	0.1992
465.575	0.1965
471.371	0.1940
477.239	0.1918
483.18	0.1898
489.195	0.1877
495.285	0.1857
501.45	0.1835
507.693	0.1812
514.013	0.1787
520.412	0.1760
526.89	0.1730
533.449	0.1698
540.09	0.1665
546.814	0.1632
553.621	0.1601
560.513	0.1571
567.49	0.1544
574.555	0.1518
581.707	0.1492
588.949	0.1466
596.281	0.1438
603.703	0.1407
611.219	0.1375
618.828	0.1344
626.531	0.1314
634.331	0.1288
642.228	0.1265
650.222	0.1245
658.317	0.1224
666.512	0.1199
674.809	0.1170
683.21	0.1137
691.715	0.1102
700.326	0.1067
709.044	0.1033
717.871	0.1000
726.807	0.0967
735.855	0.0935
745.016	0.0904
754.29	0.0873
763.68	0.0842
773.187	0.0812
782.812	0.0781
792.557	0.0750
802.424	0.0718
812.413	0.0686
822.526	0.0655
832.766	0.0623
843.133	0.0592
853.629	0.0560
864.255	0.0528
875.014	0.0495
885.907	0.0462
896.935	0.0429
908.101	0.0396
919.406	0.0363
930.851	0.0331
942.439	0.0299
954.171	0.0268
966.049	0.0238
978.076	0.0210
990.251	0.0183
1002.579	0.0159
1015.06	0.0136
1027.696	0.0115
1040.489	0.0097
1053.442	0.0080
1066.556	0.0066
1079.833	0.0056
1093.276	0.0048
1106.886	0.0044
1120.665	0.0043
1134.616	0.0044
1148.741	0.0049
1163.041	0.0057
1177.519	0.0068
1192.178	0.0082
1207.019	0.0100
1222.045	0.0121
1237.258	0.0144
1252.66	0.0171
1268.254	0.0200
1284.042	0.0232
1300.027	0.0266
1316.211	0.0304
1332.596	0.0344
1349.185	0.0387
1365.981	0.0433
1382.985	0.0482
1400.202	0.0535
1417.633	0.0590
1435.28	0.0649
1453.148	0.0711
1471.238	0.0776
1489.553	0.0844
1508.096	0.0913
1526.87	0.0984
1545.877	0.1056
1565.121	0.1130
1584.605	0.1204
1604.332	0.1278
1624.303	0.1354
1644.524	0.1430
1664.996	0.1506
1685.723	0.1582
1706.708	0.1659
1727.955	0.1736
1749.466	0.1814
1771.244	0.1892
1793.294	0.1971
1815.618	0.2051
1838.221	0.2132
1861.104	0.2217
1884.272	0.2304
1907.729	0.2394
1931.478	0.2488
1955.523	0.2586
1979.866	0.2688
2004.513	0.2793
2029.467	0.2901
2054.731	0.3012
2080.31	0.3126
2106.207	0.3241
2132.427	0.3357
2158.973	0.3474
2185.849	0.3592
2213.06	0.3712
2240.61	0.3834
2268.503	0.3958
2296.743	0.4084
2325.334	0.4212
2354.282	0.4342
2383.59	0.4476
2413.262	0.4614
2443.305	0.4756
2473.721	0.4903
2504.515	0.5053
2535.693	0.5208
2567.26	0.5367
2599.219	0.5530
2631.576	0.5696
2664.335	0.5865
2697.503	0.6038
2731.084	0.6213
2765.082	0.6391
2799.504	0.6571
2834.354	0.6753
2869.638	0.6938
2905.362	0.7125
2941.53	0.7316
2978.148	0.7509
3015.222	0.7705
3052.758	0.7903
3090.761	0.8103
3129.237	0.8304
3168.192	0.8506
3207.632	0.8709
3247.563	0.8912
3287.991	0.9117
3328.923	0.9323
3370.364	0.9531
3412.32	0.9741
3454.799	0.9956
3497.807	1.0176
3541.351	1.0402
3585.436	1.0634
3630.07	1.0871
3675.26	1.1112
3721.012	1.1357
3767.334	1.1605
3814.233	1.1855
3861.715	1.2107
3909.789	1.2359
3958.46	1.2613
4007.738	1.2868
4057.63	1.3125
4108.142	1.3383
4159.283	1.3644
4211.061	1.3907
4263.483	1.4173
4316.559	1.4441
4370.294	1.4712
4424.699	1.4986
4479.781	1.5262
4535.548	1.5541
4592.01	1.5821
4649.175	1.6101
4707.051	1.6382
4765.648	1.6661
4824.975	1.6939
4885.039	1.7213
4945.852	1.7483
5007.421	1.7747
5069.757	1.8001
5132.87	1.8243
5196.768	1.8470
5261.46	1.8679
5326.959	1.8870
5393.273	1.9042
5460.413	1.9194
5528.388	1.9327
5597.209	1.9443
5666.887	1.9547
5737.433	1.9642
5808.857	1.9732
5881.169	1.9817
5954.383	1.9899
6028.507	1.9977
6103.555	2.0053
6179.536	2.0128
6256.464	2.0202
6334.349	2.0276
6413.204	2.0348
6493.04	2.0419
6573.87	2.0488
6655.706	2.0551
6738.562	2.0606
6822.448	2.0650
6907.379	2.0683
6993.367	2.0700
7080.426	2.0695
7168.568	2.0662
7257.808	2.0604
7348.158	2.0528
7439.633	2.0437
7532.248	2.0334
7626.015	2.0218
7720.949	2.0090
7817.065	1.9946
7914.377	1.9787
8012.901	1.9610
8112.652	1.9415
8213.645	1.9202
8315.894	1.8974
8419.416	1.8735
8524.228	1.8490
8630.343	1.8245
8737.78	1.8001
8846.555	1.7760
8956.683	1.7525
9068.182	1.7294
9181.069	1.7066
9295.362	1.6837
9411.078	1.6604
9528.233	1.6359
9646.849	1.6098
9766.939	1.5820
9888.525	1.5524
10011.625	1.5208
10136.257	1.4870
10262.44	1.4509
10390.195	1.4126
10519.54	1.3719
10650.495	1.3289
10783.08	1.2838
10917.316	1.2364
11053.223	1.1871
11190.821	1.1361
11330.133	1.0836
11471.179	1.0296
11613.98	0.9746
11758.561	0.9192
11904.939	0.8639
12053.141	0.8083
12203.188	0.7519
12355.102	0.6942
12508.907	0.6349
12664.627	0.5742
12822.286	0.5120
12981.907	0.4486
13143.516	0.3842
13307.136	0.3189
13472.793	0.2529
13640.512	0.1866
13810.319	0.1197
13982.24	0.0522
14156.302	-0.0160
14332.529	-0.0852
14510.951	-0.1554
14691.595	-0.2268
14874.486	-0.2992
15059.655	-0.3726
15247.129	-0.4468
15436.937	-0.5215
15629.106	-0.5966
15823.669	-0.6718
16020.654	-0.7468
16220.091	-0.8219
16422.01	-0.8966
16626.443	-0.9705
16833.422	-1.0429
17042.977	-1.1134
17255.141	-1.1812
17469.945	-1.2456
17687.424	-1.3065
17907.609	-1.3448
18130.537	-1.3832
18356.24	-1.4218
18584.752	-1.4605
18816.107	-1.4993
19050.346	-1.5383
19287.498	-1.5774
19527.604	-1.6166
19770.697	-1.6557
20016.816	-1.6949

